"id","amascat","stat","value"
616,"lo","tuckman",2.66666666666667
617,"hi","tuckman",2.66666666666667
618,"lo","tuckman",3.55555555555556
619,"lo","tuckman",2.22222222222222
620,"hi","tuckman",1.77777777777778
621,"lo","tuckman",2.11111111111111
622,"hi","tuckman",2.22222222222222
625,"lo","tuckman",3.44444444444444
626,"hi","tuckman",2.22222222222222
627,"hi","tuckman",4
628,"hi","tuckman",2.77777777777778
629,"hi","tuckman",3.44444444444444
630,"hi","tuckman",2.44444444444444
631,"hi","tuckman",2.33333333333333
632,"hi","tuckman",2.33333333333333
633,"lo","tuckman",2.55555555555556
634,"hi","tuckman",2
635,"lo","tuckman",2.33333333333333
636,"hi","tuckman",3
637,"hi","tuckman",2.44444444444444
638,"lo","tuckman",2.33333333333333
640,"lo","tuckman",4.22222222222222
641,"lo","tuckman",2.77777777777778
642,"hi","tuckman",1.77777777777778
643,"lo","tuckman",3.88888888888889
644,"hi","tuckman",4.11111111111111
645,"lo","tuckman",3.88888888888889
646,"lo","tuckman",2.66666666666667
647,"hi","tuckman",2.33333333333333
648,"hi","tuckman",2.11111111111111
649,"hi","tuckman",5.33333333333333
650,"lo","tuckman",3.11111111111111
651,"lo","tuckman",5.44444444444444
652,"hi","tuckman",3.88888888888889
653,"lo","tuckman",2.11111111111111
654,"lo","tuckman",2.77777777777778
655,"lo","tuckman",3
602,"hi","easymathtime",3498.1
603,"hi","easymathtime",2817.9625
604,"hi","easymathtime",3428.0875
605,"lo","easymathtime",3666.1125
606,"lo","easymathtime",2180.8375
607,"hi","easymathtime",2565.7125
608,"hi","easymathtime",4269.8125
609,"hi","easymathtime",4126.3375
610,"lo","easymathtime",2533.425
611,"lo","easymathtime",3475.4375
612,"lo","easymathtime",2580.85
613,"lo","easymathtime",2652.425
614,"lo","easymathtime",2425.7
615,"lo","easymathtime",3005.225
616,"lo","easymathtime",2030.4125
617,"hi","easymathtime",4876.525
618,"lo","easymathtime",2257.1125
619,"lo","easymathtime",2230.8125
620,"hi","easymathtime",3475.0375
621,"lo","easymathtime",2494.5375
622,"hi","easymathtime",3854.2
625,"lo","easymathtime",3669.8625
626,"hi","easymathtime",4207.3375
627,"hi","easymathtime",3274.7625
628,"hi","easymathtime",2242.175
629,"hi","easymathtime",3629.9
630,"hi","easymathtime",3837.825
631,"hi","easymathtime",3683.55
632,"hi","easymathtime",2478.4625
633,"lo","easymathtime",3790.0875
634,"hi","easymathtime",3888.6375
635,"lo","easymathtime",4047.5
636,"hi","easymathtime",3804.725
637,"hi","easymathtime",2841.5125
638,"lo","easymathtime",2671.05
640,"lo","easymathtime",3725.575
641,"lo","easymathtime",2363.5625
642,"hi","easymathtime",3650.55
643,"lo","easymathtime",3002.8125
644,"hi","easymathtime",3781.55
645,"lo","easymathtime",3042.225
646,"lo","easymathtime",2382.7875
647,"hi","easymathtime",2869.0125
648,"hi","easymathtime",2314.9375
649,"hi","easymathtime",4271.9375
650,"lo","easymathtime",2634.5125
651,"lo","easymathtime",2226.8625
652,"hi","easymathtime",2815.15
653,"lo","easymathtime",2098.6125
654,"lo","easymathtime",3475.85
655,"lo","easymathtime",3472.9125
602,"hi","hardmathtime",4786.9
603,"hi","hardmathtime",3595.125
604,"hi","hardmathtime",5090.1
605,"lo","hardmathtime",4436.7625
606,"lo","hardmathtime",4623.45
607,"hi","hardmathtime",4251.2625
608,"hi","hardmathtime",3632.1
609,"hi","hardmathtime",3087.225
610,"lo","hardmathtime",4369.35
611,"lo","hardmathtime",4041.575
612,"lo","hardmathtime",4568.375
613,"lo","hardmathtime",3955.35
614,"lo","hardmathtime",4622.9
615,"lo","hardmathtime",4232.8875
616,"lo","hardmathtime",3856.325
617,"hi","hardmathtime",3956.5
618,"lo","hardmathtime",4017.05
619,"lo","hardmathtime",4080.0125
620,"hi","hardmathtime",3368.9125
621,"lo","hardmathtime",4802.5625
622,"hi","hardmathtime",2984.0125
625,"lo","hardmathtime",4608.8375
626,"hi","hardmathtime",2747.3125
627,"hi","hardmathtime",4507.7375
628,"hi","hardmathtime",3820.725
629,"hi","hardmathtime",4447.5
630,"hi","hardmathtime",4302.45
631,"hi","hardmathtime",2401.125
632,"hi","hardmathtime",3371.8125
633,"lo","hardmathtime",4371.8125
634,"hi","hardmathtime",4764.7125
635,"lo","hardmathtime",4072.1625
636,"hi","hardmathtime",3735.975
637,"hi","hardmathtime",4412.0375
638,"lo","hardmathtime",4099.0625
640,"lo","hardmathtime",4205.1875
641,"lo","hardmathtime",3135.5875
642,"hi","hardmathtime",3853.25
643,"lo","hardmathtime",4973.125
644,"hi","hardmathtime",4075.6875
645,"lo","hardmathtime",4178.7875
646,"lo","hardmathtime",4237.775
647,"hi","hardmathtime",4206.2875
648,"hi","hardmathtime",4795.4625
649,"hi","hardmathtime",4021.4625
650,"lo","hardmathtime",4289.825
651,"lo","hardmathtime",3393.05
652,"hi","hardmathtime",3828.65
653,"lo","hardmathtime",3968.6125
654,"lo","hardmathtime",4975.0125
655,"lo","hardmathtime",4033.8125
602,"hi","easyverbaltime",2350.8
603,"hi","easyverbaltime",1771.3875
604,"hi","easyverbaltime",2820.7625
605,"lo","easyverbaltime",2400.8
606,"lo","easyverbaltime",1793.3875
607,"hi","easyverbaltime",2110.7
608,"hi","easyverbaltime",2115.15
609,"hi","easyverbaltime",2375.3875
610,"lo","easyverbaltime",2296.6625
611,"lo","easyverbaltime",2867.5
612,"lo","easyverbaltime",1898.6625
613,"lo","easyverbaltime",2228.1875
614,"lo","easyverbaltime",1578.45
615,"lo","easyverbaltime",2100.425
616,"lo","easyverbaltime",1825.2125
617,"hi","easyverbaltime",3673.375
618,"lo","easyverbaltime",1568.2875
619,"lo","easyverbaltime",1968.575
620,"hi","easyverbaltime",2225.6625
621,"lo","easyverbaltime",1746.2375
622,"hi","easyverbaltime",1480.6875
625,"lo","easyverbaltime",2944.6625
626,"hi","easyverbaltime",2645.65
627,"hi","easyverbaltime",2368.275
628,"hi","easyverbaltime",1743.6625
629,"hi","easyverbaltime",2011.525
630,"hi","easyverbaltime",2602.3875
631,"hi","easyverbaltime",1875.3125
632,"hi","easyverbaltime",3230.35
633,"lo","easyverbaltime",2328.2125
634,"hi","easyverbaltime",1790.15
635,"lo","easyverbaltime",2033
636,"hi","easyverbaltime",1775.675
637,"hi","easyverbaltime",2483.6125
638,"lo","easyverbaltime",1619.625
640,"lo","easyverbaltime",1931.2
641,"lo","easyverbaltime",1853.675
642,"hi","easyverbaltime",2458.325
643,"lo","easyverbaltime",2476.775
644,"hi","easyverbaltime",2848.6875
645,"lo","easyverbaltime",3186.425
646,"lo","easyverbaltime",2025.4875
647,"hi","easyverbaltime",2128.525
648,"hi","easyverbaltime",2424.7875
649,"hi","easyverbaltime",2332.9875
650,"lo","easyverbaltime",2558.45
651,"lo","easyverbaltime",2569.9
652,"hi","easyverbaltime",2025.25
653,"lo","easyverbaltime",2114.5625
654,"lo","easyverbaltime",1973.3
655,"lo","easyverbaltime",2485.4625
602,"hi","hardverbaltime",3465.8875
603,"hi","hardverbaltime",2898.875
604,"hi","hardverbaltime",4710.25
605,"lo","hardverbaltime",3837.1125
606,"lo","hardverbaltime",3376
607,"hi","hardverbaltime",2813.975
608,"hi","hardverbaltime",3658.7375
609,"hi","hardverbaltime",4803.2125
610,"lo","hardverbaltime",3723.5125
611,"lo","hardverbaltime",3253.6
612,"lo","hardverbaltime",3205.825
613,"lo","hardverbaltime",2369.7625
614,"lo","hardverbaltime",3915.8375
615,"lo","hardverbaltime",3673.6875
616,"lo","hardverbaltime",3046.45
617,"hi","hardverbaltime",3381.0125
618,"lo","hardverbaltime",3411.8875
619,"lo","hardverbaltime",3295.3125
620,"hi","hardverbaltime",3406.2375
621,"lo","hardverbaltime",3036.225
622,"hi","hardverbaltime",1541.1
625,"lo","hardverbaltime",3845.15
626,"hi","hardverbaltime",2939.425
627,"hi","hardverbaltime",3742.3125
628,"hi","hardverbaltime",2164.7625
629,"hi","hardverbaltime",3388.15
630,"hi","hardverbaltime",3649.9
631,"hi","hardverbaltime",2418.45
632,"hi","hardverbaltime",4073.025
633,"lo","hardverbaltime",2625.4625
634,"hi","hardverbaltime",4560.4375
635,"lo","hardverbaltime",4068.9125
636,"hi","hardverbaltime",3610.6625
637,"hi","hardverbaltime",3934.925
638,"lo","hardverbaltime",2519.5875
640,"lo","hardverbaltime",3587.9125
641,"lo","hardverbaltime",3588.7375
642,"hi","hardverbaltime",4151.7625
643,"lo","hardverbaltime",2959.1
644,"hi","hardverbaltime",3361.8
645,"lo","hardverbaltime",3858.9
646,"lo","hardverbaltime",3215.3125
647,"hi","hardverbaltime",3606.3125
648,"hi","hardverbaltime",3096.3375
649,"hi","hardverbaltime",3429.2125
650,"lo","hardverbaltime",2548.2
651,"lo","hardverbaltime",3563.15
652,"hi","hardverbaltime",3308.625
653,"lo","hardverbaltime",3146.8875
654,"lo","hardverbaltime",3669.5375
655,"lo","hardverbaltime",3623.25
602,"hi","easymathcorrect",8
603,"hi","easymathcorrect",6
604,"hi","easymathcorrect",6
605,"lo","easymathcorrect",7
606,"lo","easymathcorrect",8
607,"hi","easymathcorrect",8
608,"hi","easymathcorrect",6
609,"hi","easymathcorrect",6
610,"lo","easymathcorrect",8
611,"lo","easymathcorrect",6
612,"lo","easymathcorrect",8
613,"lo","easymathcorrect",8
614,"lo","easymathcorrect",8
615,"lo","easymathcorrect",5
616,"lo","easymathcorrect",8
617,"hi","easymathcorrect",4
618,"lo","easymathcorrect",7
619,"lo","easymathcorrect",8
620,"hi","easymathcorrect",6
621,"lo","easymathcorrect",7
622,"hi","easymathcorrect",5
625,"lo","easymathcorrect",5
626,"hi","easymathcorrect",5
627,"hi","easymathcorrect",7
628,"hi","easymathcorrect",7
629,"hi","easymathcorrect",7
630,"hi","easymathcorrect",7
631,"hi","easymathcorrect",1
632,"hi","easymathcorrect",6
633,"lo","easymathcorrect",4
634,"hi","easymathcorrect",7
635,"lo","easymathcorrect",7
636,"hi","easymathcorrect",6
637,"hi","easymathcorrect",7
638,"lo","easymathcorrect",8
640,"lo","easymathcorrect",6
641,"lo","easymathcorrect",8
642,"hi","easymathcorrect",8
643,"lo","easymathcorrect",8
644,"hi","easymathcorrect",7
645,"lo","easymathcorrect",6
646,"lo","easymathcorrect",8
647,"hi","easymathcorrect",8
648,"hi","easymathcorrect",7
649,"hi","easymathcorrect",4
650,"lo","easymathcorrect",6
651,"lo","easymathcorrect",8
652,"hi","easymathcorrect",7
653,"lo","easymathcorrect",7
654,"lo","easymathcorrect",6
655,"lo","easymathcorrect",8
602,"hi","hardmathcorrect",2
603,"hi","hardmathcorrect",4
604,"hi","hardmathcorrect",0
605,"lo","hardmathcorrect",4
606,"lo","hardmathcorrect",6
607,"hi","hardmathcorrect",4
608,"hi","hardmathcorrect",2
609,"hi","hardmathcorrect",4
610,"lo","hardmathcorrect",6
611,"lo","hardmathcorrect",4
612,"lo","hardmathcorrect",5
613,"lo","hardmathcorrect",4
614,"lo","hardmathcorrect",3
615,"lo","hardmathcorrect",1
616,"lo","hardmathcorrect",5
617,"hi","hardmathcorrect",2
618,"lo","hardmathcorrect",6
619,"lo","hardmathcorrect",5
620,"hi","hardmathcorrect",4
621,"lo","hardmathcorrect",4
622,"hi","hardmathcorrect",4
625,"lo","hardmathcorrect",2
626,"hi","hardmathcorrect",4
627,"hi","hardmathcorrect",5
628,"hi","hardmathcorrect",3
629,"hi","hardmathcorrect",4
630,"hi","hardmathcorrect",2
631,"hi","hardmathcorrect",5
632,"hi","hardmathcorrect",4
633,"lo","hardmathcorrect",5
634,"hi","hardmathcorrect",1
635,"lo","hardmathcorrect",4
636,"hi","hardmathcorrect",3
637,"hi","hardmathcorrect",5
638,"lo","hardmathcorrect",4
640,"lo","hardmathcorrect",4
641,"lo","hardmathcorrect",4
642,"hi","hardmathcorrect",5
643,"lo","hardmathcorrect",4
644,"hi","hardmathcorrect",5
645,"lo","hardmathcorrect",3
646,"lo","hardmathcorrect",0
647,"hi","hardmathcorrect",3
648,"hi","hardmathcorrect",5
649,"hi","hardmathcorrect",4
650,"lo","hardmathcorrect",4
651,"lo","hardmathcorrect",3
652,"hi","hardmathcorrect",5
653,"lo","hardmathcorrect",6
654,"lo","hardmathcorrect",1
655,"lo","hardmathcorrect",5
602,"hi","easyverbalcorrect",8
603,"hi","easyverbalcorrect",7
604,"hi","easyverbalcorrect",4
605,"lo","easyverbalcorrect",8
606,"lo","easyverbalcorrect",8
607,"hi","easyverbalcorrect",7
608,"hi","easyverbalcorrect",5
609,"hi","easyverbalcorrect",5
610,"lo","easyverbalcorrect",5
611,"lo","easyverbalcorrect",5
612,"lo","easyverbalcorrect",7
613,"lo","easyverbalcorrect",7
614,"lo","easyverbalcorrect",7
615,"lo","easyverbalcorrect",8
616,"lo","easyverbalcorrect",8
617,"hi","easyverbalcorrect",5
618,"lo","easyverbalcorrect",8
619,"lo","easyverbalcorrect",8
620,"hi","easyverbalcorrect",8
621,"lo","easyverbalcorrect",7
622,"hi","easyverbalcorrect",3
625,"lo","easyverbalcorrect",4
626,"hi","easyverbalcorrect",7
627,"hi","easyverbalcorrect",7
628,"hi","easyverbalcorrect",6
629,"hi","easyverbalcorrect",8
630,"hi","easyverbalcorrect",8
631,"hi","easyverbalcorrect",6
632,"hi","easyverbalcorrect",5
633,"lo","easyverbalcorrect",6
634,"hi","easyverbalcorrect",8
635,"lo","easyverbalcorrect",8
636,"hi","easyverbalcorrect",8
637,"hi","easyverbalcorrect",7
638,"lo","easyverbalcorrect",8
640,"lo","easyverbalcorrect",7
641,"lo","easyverbalcorrect",8
642,"hi","easyverbalcorrect",8
643,"lo","easyverbalcorrect",8
644,"hi","easyverbalcorrect",8
645,"lo","easyverbalcorrect",8
646,"lo","easyverbalcorrect",8
647,"hi","easyverbalcorrect",8
648,"hi","easyverbalcorrect",8
649,"hi","easyverbalcorrect",8
650,"lo","easyverbalcorrect",7
651,"lo","easyverbalcorrect",8
652,"hi","easyverbalcorrect",8
653,"lo","easyverbalcorrect",8
654,"lo","easyverbalcorrect",6
655,"lo","easyverbalcorrect",8
602,"hi","hardverbalcorrect",5
603,"hi","hardverbalcorrect",7
604,"hi","hardverbalcorrect",3
605,"lo","hardverbalcorrect",6
606,"lo","hardverbalcorrect",7
607,"hi","hardverbalcorrect",3
608,"hi","hardverbalcorrect",4
609,"hi","hardverbalcorrect",2
610,"lo","hardverbalcorrect",5
611,"lo","hardverbalcorrect",5
612,"lo","hardverbalcorrect",5
613,"lo","hardverbalcorrect",4
614,"lo","hardverbalcorrect",6
615,"lo","hardverbalcorrect",6
616,"lo","hardverbalcorrect",4
617,"hi","hardverbalcorrect",4
618,"lo","hardverbalcorrect",5
619,"lo","hardverbalcorrect",5
620,"hi","hardverbalcorrect",5
621,"lo","hardverbalcorrect",6
622,"hi","hardverbalcorrect",3
625,"lo","hardverbalcorrect",4
626,"hi","hardverbalcorrect",4
627,"hi","hardverbalcorrect",3
628,"hi","hardverbalcorrect",6
629,"hi","hardverbalcorrect",7
630,"hi","hardverbalcorrect",5
631,"hi","hardverbalcorrect",4
632,"hi","hardverbalcorrect",3
633,"lo","hardverbalcorrect",3
634,"hi","hardverbalcorrect",3
635,"lo","hardverbalcorrect",6
636,"hi","hardverbalcorrect",7
637,"hi","hardverbalcorrect",6
638,"lo","hardverbalcorrect",5
640,"lo","hardverbalcorrect",7
641,"lo","hardverbalcorrect",7
642,"hi","hardverbalcorrect",5
643,"lo","hardverbalcorrect",7
644,"hi","hardverbalcorrect",3
645,"lo","hardverbalcorrect",4
646,"lo","hardverbalcorrect",6
647,"hi","hardverbalcorrect",7
648,"hi","hardverbalcorrect",7
649,"hi","hardverbalcorrect",6
650,"lo","hardverbalcorrect",6
651,"lo","hardverbalcorrect",6
652,"hi","hardverbalcorrect",5
653,"lo","hardverbalcorrect",5
654,"lo","hardverbalcorrect",3
655,"lo","hardverbalcorrect",5
602,"hi","mathcorrectdif",6
603,"hi","mathcorrectdif",2
604,"hi","mathcorrectdif",6
605,"lo","mathcorrectdif",3
606,"lo","mathcorrectdif",2
607,"hi","mathcorrectdif",4
608,"hi","mathcorrectdif",4
609,"hi","mathcorrectdif",2
610,"lo","mathcorrectdif",2
611,"lo","mathcorrectdif",2
612,"lo","mathcorrectdif",3
613,"lo","mathcorrectdif",4
614,"lo","mathcorrectdif",5
615,"lo","mathcorrectdif",4
616,"lo","mathcorrectdif",3
617,"hi","mathcorrectdif",2
618,"lo","mathcorrectdif",1
619,"lo","mathcorrectdif",3
620,"hi","mathcorrectdif",2
621,"lo","mathcorrectdif",3
622,"hi","mathcorrectdif",1
625,"lo","mathcorrectdif",3
626,"hi","mathcorrectdif",1
627,"hi","mathcorrectdif",2
628,"hi","mathcorrectdif",4
629,"hi","mathcorrectdif",3
630,"hi","mathcorrectdif",5
631,"hi","mathcorrectdif",-4
632,"hi","mathcorrectdif",2
633,"lo","mathcorrectdif",-1
634,"hi","mathcorrectdif",6
635,"lo","mathcorrectdif",3
636,"hi","mathcorrectdif",3
637,"hi","mathcorrectdif",2
638,"lo","mathcorrectdif",4
640,"lo","mathcorrectdif",2
641,"lo","mathcorrectdif",4
642,"hi","mathcorrectdif",3
643,"lo","mathcorrectdif",4
644,"hi","mathcorrectdif",2
645,"lo","mathcorrectdif",3
646,"lo","mathcorrectdif",8
647,"hi","mathcorrectdif",5
648,"hi","mathcorrectdif",2
649,"hi","mathcorrectdif",0
650,"lo","mathcorrectdif",2
651,"lo","mathcorrectdif",5
652,"hi","mathcorrectdif",2
653,"lo","mathcorrectdif",1
654,"lo","mathcorrectdif",5
655,"lo","mathcorrectdif",3
602,"hi","verbalcorrectdif",3
603,"hi","verbalcorrectdif",0
604,"hi","verbalcorrectdif",1
605,"lo","verbalcorrectdif",2
606,"lo","verbalcorrectdif",1
607,"hi","verbalcorrectdif",4
608,"hi","verbalcorrectdif",1
609,"hi","verbalcorrectdif",3
610,"lo","verbalcorrectdif",0
611,"lo","verbalcorrectdif",0
612,"lo","verbalcorrectdif",2
613,"lo","verbalcorrectdif",3
614,"lo","verbalcorrectdif",1
615,"lo","verbalcorrectdif",2
616,"lo","verbalcorrectdif",4
617,"hi","verbalcorrectdif",1
618,"lo","verbalcorrectdif",3
619,"lo","verbalcorrectdif",3
620,"hi","verbalcorrectdif",3
621,"lo","verbalcorrectdif",1
622,"hi","verbalcorrectdif",0
625,"lo","verbalcorrectdif",0
626,"hi","verbalcorrectdif",3
627,"hi","verbalcorrectdif",4
628,"hi","verbalcorrectdif",0
629,"hi","verbalcorrectdif",1
630,"hi","verbalcorrectdif",3
631,"hi","verbalcorrectdif",2
632,"hi","verbalcorrectdif",2
633,"lo","verbalcorrectdif",3
634,"hi","verbalcorrectdif",5
635,"lo","verbalcorrectdif",2
636,"hi","verbalcorrectdif",1
637,"hi","verbalcorrectdif",1
638,"lo","verbalcorrectdif",3
640,"lo","verbalcorrectdif",0
641,"lo","verbalcorrectdif",1
642,"hi","verbalcorrectdif",3
643,"lo","verbalcorrectdif",1
644,"hi","verbalcorrectdif",5
645,"lo","verbalcorrectdif",4
646,"lo","verbalcorrectdif",2
647,"hi","verbalcorrectdif",1
648,"hi","verbalcorrectdif",1
649,"hi","verbalcorrectdif",2
650,"lo","verbalcorrectdif",1
651,"lo","verbalcorrectdif",2
652,"hi","verbalcorrectdif",3
653,"lo","verbalcorrectdif",3
654,"lo","verbalcorrectdif",3
655,"lo","verbalcorrectdif",3
602,"hi","mathtimedif",-1288.8
603,"hi","mathtimedif",-777.1625
604,"hi","mathtimedif",-1662.0125
605,"lo","mathtimedif",-770.65
606,"lo","mathtimedif",-2442.6125
607,"hi","mathtimedif",-1685.55
608,"hi","mathtimedif",637.7125
609,"hi","mathtimedif",1039.1125
610,"lo","mathtimedif",-1835.925
611,"lo","mathtimedif",-566.1375
612,"lo","mathtimedif",-1987.525
613,"lo","mathtimedif",-1302.925
614,"lo","mathtimedif",-2197.2
615,"lo","mathtimedif",-1227.6625
616,"lo","mathtimedif",-1825.9125
617,"hi","mathtimedif",920.025
618,"lo","mathtimedif",-1759.9375
619,"lo","mathtimedif",-1849.2
620,"hi","mathtimedif",106.125
621,"lo","mathtimedif",-2308.025
622,"hi","mathtimedif",870.1875
625,"lo","mathtimedif",-938.974999999999
626,"hi","mathtimedif",1460.025
627,"hi","mathtimedif",-1232.975
628,"hi","mathtimedif",-1578.55
629,"hi","mathtimedif",-817.6
630,"hi","mathtimedif",-464.625
631,"hi","mathtimedif",1282.425
632,"hi","mathtimedif",-893.35
633,"lo","mathtimedif",-581.725
634,"hi","mathtimedif",-876.075
635,"lo","mathtimedif",-24.6624999999999
636,"hi","mathtimedif",68.75
637,"hi","mathtimedif",-1570.525
638,"lo","mathtimedif",-1428.0125
640,"lo","mathtimedif",-479.6125
641,"lo","mathtimedif",-772.025
642,"hi","mathtimedif",-202.7
643,"lo","mathtimedif",-1970.3125
644,"hi","mathtimedif",-294.1375
645,"lo","mathtimedif",-1136.5625
646,"lo","mathtimedif",-1854.9875
647,"hi","mathtimedif",-1337.275
648,"hi","mathtimedif",-2480.525
649,"hi","mathtimedif",250.475
650,"lo","mathtimedif",-1655.3125
651,"lo","mathtimedif",-1166.1875
652,"hi","mathtimedif",-1013.5
653,"lo","mathtimedif",-1870
654,"lo","mathtimedif",-1499.1625
655,"lo","mathtimedif",-560.9
602,"hi","verbaltimedif",-1115.0875
603,"hi","verbaltimedif",-1127.4875
604,"hi","verbaltimedif",-1889.4875
605,"lo","verbaltimedif",-1436.3125
606,"lo","verbaltimedif",-1582.6125
607,"hi","verbaltimedif",-703.275
608,"hi","verbaltimedif",-1543.5875
609,"hi","verbaltimedif",-2427.825
610,"lo","verbaltimedif",-1426.85
611,"lo","verbaltimedif",-386.1
612,"lo","verbaltimedif",-1307.1625
613,"lo","verbaltimedif",-141.575
614,"lo","verbaltimedif",-2337.3875
615,"lo","verbaltimedif",-1573.2625
616,"lo","verbaltimedif",-1221.2375
617,"hi","verbaltimedif",292.3625
618,"lo","verbaltimedif",-1843.6
619,"lo","verbaltimedif",-1326.7375
620,"hi","verbaltimedif",-1180.575
621,"lo","verbaltimedif",-1289.9875
622,"hi","verbaltimedif",-60.4124999999999
625,"lo","verbaltimedif",-900.4875
626,"hi","verbaltimedif",-293.775
627,"hi","verbaltimedif",-1374.0375
628,"hi","verbaltimedif",-421.1
629,"hi","verbaltimedif",-1376.625
630,"hi","verbaltimedif",-1047.5125
631,"hi","verbaltimedif",-543.1375
632,"hi","verbaltimedif",-842.675
633,"lo","verbaltimedif",-297.25
634,"hi","verbaltimedif",-2770.2875
635,"lo","verbaltimedif",-2035.9125
636,"hi","verbaltimedif",-1834.9875
637,"hi","verbaltimedif",-1451.3125
638,"lo","verbaltimedif",-899.9625
640,"lo","verbaltimedif",-1656.7125
641,"lo","verbaltimedif",-1735.0625
642,"hi","verbaltimedif",-1693.4375
643,"lo","verbaltimedif",-482.325
644,"hi","verbaltimedif",-513.1125
645,"lo","verbaltimedif",-672.475
646,"lo","verbaltimedif",-1189.825
647,"hi","verbaltimedif",-1477.7875
648,"hi","verbaltimedif",-671.55
649,"hi","verbaltimedif",-1096.225
650,"lo","verbaltimedif",10.25
651,"lo","verbaltimedif",-993.25
652,"hi","verbaltimedif",-1283.375
653,"lo","verbaltimedif",-1032.325
654,"lo","verbaltimedif",-1696.2375
655,"lo","verbaltimedif",-1137.7875
